x,y
779,1019.6036
780,960.3996
781,990.2068
782,1050.0519
783,1049.4196
784,1020.5608
785,1044.7855
786,1085.1244
787,1077.0605
788,1084.834
789,1017.8338
790,1080.5659
791,1079.157
792,992.7732
793,1056.5384
794,1071.2884
795,1047.6609
796,1052.3213
797,1019.5301
798,1020.0533
799,1026.4903
800,1018.1145
801,993.1429
802,1042.0116
804,1066.1602
805,1033.0245
806,1021.4625
807,1049.0855
808,1019.5256
809,997.1502
810,1043.3697
811,989.4928
812,973.0104
813,1007.2232
814,990.2154
815,993.0265
816,1017.5418
817,989.3794
818,1019.7205
819,989.9069
820,991.8895
821,1067.1076
822,949.6018
823,1012.2861
824,1016.8981
825,1033.4812
826,1039.0612
827,1023.7576
828,1011.7094
829,1030.4259
830,1043.633
831,1020.397
832,991.9719
833,1048.4816
834,1014.984
835,1022.0015
836,996.9456
837,1053.7822
838,975.2439
839,1027.1235
840,989.9505
841,1013.2854
842,1036.7424
843,1009.796
844,999.1152
845,1040.9101
846,992.838
847,1023.9749
848,1042.8498
849,1023.8003
850,1046.2608
851,989.6562
852,1030.4569
853,989.6399
854,1010.9502
855,987.263
856,1022.2697
857,996.7609
858,1052.2766
859,1017.0759
860,1013.3272
861,1050.7866
862,1079.9327
863,959.3401
864,962.8724
865,957.6834
867,1019.9949
868,1019.8962
869,960.1264
870,988.8576
871,1020.375
872,960.5304
873,987.0882
874,1053.655
875,967.5169
876,1041.6899
877,1016.4926
878,1023.3346
879,1049.6928
880,1024.5922
881,1078.8807
882,1046.4923
883,1056.4837
884,1043.4754
885,990.5732
886,1049.8741
887,1020.1479
888,1024.4845
889,1045.5941
890,1000.2657
891,1039.8786
892,993.0481
893,935.0149
894,869.0986
895,962.4732
896,919.43
897,930.8055
898,996.3365
899,944.5777
900,1028.4231
901,988.3119
902,1023.4077
903,982.7235
904,1014.4838
905,1031.1299
906,996.3227
907,1013.86
908,991.1996
909,1019.6959
910,999.0847
911,1048.6981
912,952.8423
913,1053.3444
914,1011.3482
915,1016.942
916,996.3719
917,1050.2668
918,999.1875
919,1011.6192
920,1049.1306
921,1000.8209
922,1039.3256
923,994.0289
924,1046.0855
925,1052.1282
926,987.8269
927,959.6642
928,955.21
930,977.2238
931,1024.1878
932,960.1387
933,1025.0726
934,1047.9064
935,963.5002
936,1013.4065
937,985.3758
938,958.8462
939,983.6763
940,944.5065
941,922.7245
942,964.4904
943,959.2735
944,959.0186
945,968.3723
946,922.8352
947,984.5223
948,906.3014
949,922.371
950,967.2706
951,897.3449
952,976.7976
953,935.5013
954,946.5589
955,930.9153
956,955.6895
957,927.6404
958,959.8182
959,989.4348
960,941.5055
961,980.9143
962,1018.167
963,990.0611
964,989.3802
965,1025.3077
966,987.9827
967,1017.4026
968,991.6713
969,952.9184
970,1084.9063
971,964.3988
972,1016.1823
973,981.3608
974,1001.4434
975,1024.8578
976,1041.614
977,996.3256
978,962.9416
979,989.6395
980,1004.3325
981,1012.0519
982,1004.708
983,992.4547
984,980.1838
985,1030.9956
986,974.4736
987,952.0851
988,974.2882
989,965.1384
990,1028.4664
991,948.6589
992,980.9882
993,974.7362
994,959.4532
995,1015.3128
996,962.8189
997,1042.6914
998,967.6289
999,1020.9257
1000,1044.5436
1001,1055.477
1002,989.4651
1003,1011.9695
1004,1021.5828
1005,995.6944
1006,983.8549
1007,1003.9476
1008,1012.2682
1009,991.3325
1010,1018.7701
1011,1016.4641
1012,1023.8129
1013,980.455
1014,1007.5188
1015,1015.0697
1016,987.0896
1017,1020.0209
1018,997.1441
1019,1012.716
1020,987.8861
1021,985.0738
1022,1048.4677
1023,990.3589
1024,960.4573
1025,1019.9625
1026,968.7406
1027,809.5009
1028,1080.0154
1029,989.6005
1030,1020.2757
1031,990.0749
1032,982.8412
1033,970.808
1034,1016.2727
1035,1040.5721
1036,994.4024
1037,986.7112
1038,1027.794
1039,1016.1754
1040,969.8325
1041,1036.4763
1042,1027.9545
1043,985.8923
1044,1007.3192
1045,1045.5706
1046,951.2756
1047,1015.7187
1048,998.3809
1049,962.6788
1050,1032.8845
1051,959.8831
1052,1049.7698
1053,999.7599
1054,1001.2213
1055,998.8185
1056,960.7899
1057,899.4317
1058,900.4811
1059,929.7225
1061,959.5875
1063,963.1431
1064,984.25
1065,968.5335
1066,922.0819
1067,929.1941
1068,966.6252
1069,989.229
1070,1014.6877
1071,1000.2787
1072,967.6614
1073,1002.0346
1074,990.3107
1075,989.3243
1076,1050.4172
1077,1020.435
1078,1003.2016
1079,1006.0363
1080,990.4693
1081,959.5536
1082,992.6295
1083,1087.7898
1084,920.0149
1085,992.0867
1086,1051.0314
1087,1019.1129
1088,1087.757
1089,1012.8113
1090,1027.3323
1091,1040.0742
1092,1000.5101
1093,1039.4824
1094,999.8032
1095,1040.1695
1096,996.2104
1097,1048.4195
1098,1018.7097
1099,986.094
1100,1028.2356
1101,1019.4839
1102,982.1471
1103,1020.7471
1104,1000.924
1105,951.5479
1106,1017.2412
1107,994.6937
1108,991.5268
1109,1013.8976
1110,1029.5643
1111,1009.7904
1112,1050.193
1113,1025.7224
1114,1014.4523
1115,962.5249
1116,927.2846
1117,869.8714
1118,849.9773
1119,920.2822
1120,960.9399
1121,989.5256
1122,1019.3789
1123,1080.2506
1124,1028.9059
1125,1040.6554
1126,1050.294
1127,1049.9147
1128,1000.5196
1129,995.342
1130,1003.9741
1131,990.72
1132,1019.6646
1133,992.0556
1134,958.1052
1135,993.7573
1136,1051.5708
1137,986.0829
1138,1064.4082
1139,1004.1466
1140,1079.6965
1141,990.5838
1142,1049.638
1143,1049.6389
1144,1028.7987
1145,1011.6108
1147,987.5946
1148,991.6911
1149,1017.8869
1150,990.1461
1151,1020.2631
1152,997.9851
1153,1041.7239
1154,993.3362
1155,971.8911
1156,975.0484
1157,943.0363
1158,1007.6287
1159,1049.0278
1160,1024.0569
1161,963.84
1162,922.2035
1163,879.6221
1164,922.7511
1165,933.1733
1166,954.0731
1167,963.8216
1168,965.63
1169,950.2639
1170,999.7177
1171,981.1877
1172,990.093
1173,1002.4814
1174,1006.9343
1175,999.1023
1176,989.2587
1177,1019.5563
1178,989.492
1179,1012.8499
1180,1039.3158
1181,950.6224
1182,1044.9174
1183,1020.9545
1184,984.0098
1185,990.171
1186,1060.6735
1187,1069.3444
1188,1020.2753
1189,1080.3524
1190,1085.0789
1191,984.0608
1192,1080.031
1193,1049.8491
1194,1050.6337
1195,1020.338
1196,1019.2982
1197,1034.1091
1198,1050.246
1199,1005.5032
1200,960.1477
1201,1019.9424
1202,968.8386
1203,1011.2739
1204,989.9555
1205,1019.8778
1206,1012.2238
1207,968.1646
1208,1050.1505
1209,1019.4826
1210,997.8093
1211,1042.6372
1212,989.4946
1213,988.5394
1214,1067.1163
1215,1051.9919
1216,1032.5914
1217,1034.7401
1218,1045.6256
1219,979.1583
1220,1110.7994
1221,999.0028
1222,982.148
1223,1075.5473
1224,971.0612
1225,1020.6966
1226,979.0048
1227,939.0909
1228,873.9845
1229,929.2478
1230,919.471
1232,947.9127
1233,1020.7553
1234,993.7555
1235,976.9067
1236,1026.1514
1237,993.3313
1238,1019.153
1239,990.9687
1240,993.9986
1241,1015.474
1242,994.59
1243,1048.512
1244,986.9585
1245,1019.9745
1246,1025.4395
1247,1017.0635
1248,993.4423
1249,1047.1693
1250,1046.8532
1251,1020.7036
1252,1051.5964
1253,1083.7576
1254,1015.235
1255,1079.0345
1256,1079.7956
1257,1019.6894
1258,1061.2064
1259,1077.4218
1260,1011.6073
1261,1023.5192
1262,1046.295
1263,990.0883
1264,1020.5112
1265,989.4042
1266,1058.9284
1267,999.2665
1268,1031.3493
1269,1050.3834
1270,991.8564
1271,1018.5624
1272,1020.0579
1273,1019.5945
1274,991.3573
1275,1018.8487
1276,1025.8496
1277,1013.957
1278,960.8467
1279,989.1623
1280,990.7366
1281,1021.3887
1282,987.6337
1283,1020.3735
1284,989.2982
1285,991.0883
1286,1049.6786
1287,1019.7425
1288,1025.1249
1289,1015.0184
1290,992.3312
1291,957.1569
1292,930.1707
1293,899.6835
1294,817.1222
1295,893.7248
1296,959.9093
1297,959.6847
1298,962.9836
1299,1046.9897
1300,990.3069
1301,959.4198
1302,996.1328
1303,954.2899
1304,990.1265
1305,991.3094
1306,958.1688
1307,999.5466
1308,967.0925
1309,1008.5702
1310,986.9277
1311,1018.6996
1312,986.9899
1313,1002.6407
1314,1010.9618
1315,992.2168
1316,1045.2587
1317,989.5555
1318,965.837
1319,1067.8458
1320,946.8045
1321,921.5983
1322,866.1097
1323,963.131
1324,960.7494
1325,973.4468
1326,1006.748
1327,961.702
1328,987.616
1329,1020.7348
1330,1012.9845
1331,936.7033
1332,960.4076
1333,1019.1648
1334,956.3392
1335,964.1933
1336,995.2318
1337,952.8567
1338,973.822
1339,982.7907
1340,984.6315
1341,986.5165
1342,964.3189
1343,986.145
1344,934.2644
1345,958.0191
1346,1022.6152
1347,988.1794
1348,1000.4233
1349,1010.538
1350,959.7436
1351,1024.4155
1352,985.8051
1353,985.7876
1354,970.6336
1355,979.4693
1356,969.1542
1357,960.78
1358,957.913
1359,985.9171
1360,959.6671
1361,960.754
1362,961.058
1363,996.9482
1364,953.624
1365,1018.2223
1366,990.672
1367,991.022
1368,1017.519
1369,989.9515
1370,987.1529
1371,993.6144
1372,994.6988
1373,958.4219
1374,986.0842
1375,1020.5345
1376,960.4753
1377,963.2926
1378,861.6711
1379,907.6268
1380,893.5378
1381,943.4584
1383,1015.9205
1384,905.3473
1385,1014.3995
1386,958.2236
1387,960.9756
1388,1000.2418
1389,948.8914
1390,1020.9777
1391,1004.0887
1392,979.2225
1393,967.6574
1394,916.0424
1395,961.4551
1397,922.8069
1398,934.5004
1399,960.5365
1400,956.5164
1401,962.4697
1402,974.3856
1403,945.6715
1404,930.134
1405,960.8764
1406,997.0811
1407,952.5265
1408,960.142
1409,1017.1421
1410,962.1614
1411,990.957
1412,985.5897
1413,964.5731
1414,1024.6099
1415,984.9576
1416,1019.52
1417,990.0843
1418,989.221
1419,970.7972
1420,1010.9738
1421,996.7922
1422,956.879
1423,1015.3517
1424,989.7244
1425,985.9997
1426,1024.8349
1427,985.5388
1428,963.8829
1429,1020.3799
1430,989.7588
1431,998.2386
1432,954.2443
1433,1017.4336
1434,999.1857
1435,956.7955
1436,1014.2609
1437,1012.722
1438,953.1656
1439,1004.3746
1440,1020.9393
1441,975.5972
1442,1003.5718
1443,996.8747
1444,1012.6356
1445,1001.0788
1446,982.2653
1447,1017.2641
1448,1005.3022
1449,972.4385
1450,931.3129
1451,900.5228
1454,1044.1967
1455,997.4257
1456,984.0378
1457,960.5815
1458,908.0232
1459,921.298
1460,840.41
1461,864.959
1462,813.3645
1463,841.7237
1464,779.7235
1467,962.2625
1468,957.1248
1469,964.2126
1470,968.6845
1471,950.823
1472,1049.7641
1473,930.1017
1474,959.4815
1475,990.5576
1476,959.7216
1477,927.5561
1478,1002.4366
1479,949.7992
1480,960.4886
1481,1019.5682
1482,1049.6445
1483,993.2011
1484,1047.9665
1485,1016.545
1486,1022.58
1487,1013.9624
1488,1069.0268
1489,952.8894
1490,1048.6694
1491,980.5146
1492,1052.902
1493,1052.971
1494,1049.4982
1495,1022.6212
1496,1080.9499
1497,1086.9737
1498,1068.8758
1499,1050.1184
1500,1074.1466
1501,1146.5429
1502,1030.6888
1503,1071.3767
1504,1017.0351
1505,1014.5514
1506,1057.2706
1507,1018.4521
1508,984.1489
1510,1057.3382
1511,1042.8421
1512,1044.3349
1513,1025.1239
1514,960.6699
1515,1013.9106
1516,1023.5342
1517,1080.6872
1518,1051.6175
1519,1046.8021
1520,1115.5313
1521,1048.0125
1522,1049.8253
1523,1015.3582
1524,1058.475
1525,1016.2523
1526,1013.2734
1527,1026.394
1528,998.9262
1529,987.154
1530,1050.3216
1531,1047.6678
1532,1039.7261
1533,993.1619
1534,1052.9958
1535,1030.805
1536,1033.5244
1537,1018.38
1538,1032.9616
1539,1014.817
1540,1028.0262
1541,1043.3275
1542,1018.7432
1543,1079.8898
1544,1029.1423
1545,1042.1498
1546,990.0786
1547,1057.915
1548,1040.5713
1549,995.0283
1550,1056.6867
1551,976.6832
1552,1021.5227
1553,984.4618
1554,1055.2702
1555,990.3606
1556,1019.6854
1557,1025.115
1558,1014.8237
1559,1020.6741
1560,1020.2223
1561,1049.2164
1562,1027.6175
1563,1013.0603
1564,1013.442
1565,1055.7886
1566,990.4891
1567,1013.5514
1568,1004.9481
1569,1011.8286
1570,960.0001
1571,991.4749
1572,1005.5393
1573,952.8942
1574,1009.9561
1575,988.3603
1576,1013.8969
1577,1039.8259
1578,1067.5421
1579,1019.77
1580,1020.7689
1581,1013.7347
1582,991.3291
1583,1053.9648
1584,989.89
1585,967.5429
1586,1012.9204
1587,1000.8306
1588,982.8636
1589,1017.0853
1590,989.1766
1591,1020.1353
1592,1029.9727
1593,1048.0229
1594,987.4258
1595,1082.8626
1596,1014.1507
1597,968.4571
1598,979.4571
1599,1019.5979
1600,989.8228
1601,1042.5846
1602,1023.428
1603,1024.7602
1604,1049.7904
1605,990.5348
1606,1046.3907
1607,988.0664
1608,999.3358
1609,1021.3647
1610,1044.224
1611,982.0564
1612,1012.0693
1613,1028.2886
1614,970.7367
1615,1001.8404
1616,1037.5797
1617,963.5636
1618,1013.8205
1619,981.8436
1620,971.4717
1621,986.0439
1622,1020.9116
1623,960.1193
1624,960.6844
1625,988.5264
1626,1020.2764
1627,994.2062
1628,954.4755
1629,1021.6486
1630,961.7077
1631,958.7985
1632,995.744
1633,957.0895
1634,984.1542
1635,1022.1465
1636,976.9821
1637,945.0276
1638,982.3553
1639,1053.8034
1640,983.219
1641,968.82
1642,962.7111
1643,987.1883
1644,989.3412
1646,939.1481
1647,928.0308
1648,898.3857
1649,910.6372
1650,874.9337
1651,938.2927
1652,939.4925
1653,1004.4517
1654,940.7685
1655,1041.2672
1656,964.1919
1657,1027.2805
1658,1012.0612
1659,974.6664
1660,1013.3026
1661,992.047
1662,1017.7438
1663,984.2707
1664,997.975
1665,1018.7281
1666,987.3594
1667,1051.7947
1668,997.4635
1669,1012.1189
1670,993.9122
1671,999.1707
1672,1007.6815
1673,959.4166
1674,1001.7072
1675,977.498
1676,1057.7348
1677,960.5252
1678,1042.2962
1679,1050.7383
1680,997.2277
1681,984.1002
1682,1048.7465
1683,989.8356
1684,998.4624
1685,985.2111
1686,986.3876
1687,957.9596
1688,966.2131
1689,1075.864
1690,960.1539
1691,990.0216
1692,961.4369
1693,1107.8596
1694,980.7961
1695,1029.4101
1696,981.57
1697,988.8382
1698,1033.5863
1699,1036.1213
1700,1018.7847
1701,970.8522
1702,967.4543
1703,1002.9054
1704,965.929
1705,984.048
1706,1021.4694
1707,958.5867
1708,1029.9066
1709,949.9431
1710,960.9892
1711,1019.445
1712,994.2527
1713,1025.1537
1714,987.8908
1715,1052.0887
1716,985.8631
1717,924.7533
1718,970.3082
1719,1010.3116
1721,993.3581
1722,979.6834
1723,1015.8705
1724,951.334
1725,967.4229
1726,965.7583
1727,959.6777
1728,967.0476
1729,1052.3948
1730,990.0575
1731,980.7965
1732,999.2335
1733,999.2976
1734,1001.6745
1735,1037.7973
1736,912.4687
1737,898.9746
1738,900.7951
1739,966.2916
1740,926.7479
1741,956.6252
1742,959.6781
1743,966.6894
1744,923.3595
1745,960.0783
1746,960.7557
1747,929.5244
1748,969.6671
1749,949.7709
1750,963.8233
1751,991.6455
1752,984.7504
1753,960.8464
1754,1058.3329
1755,1010.4716
1756,960.0066
1757,1021.4989
1758,929.2771
1759,962.2232
1760,986.9068
1761,973.956
1762,977.9609
1763,958.6743
1764,959.7457
1765,960.1953
1766,915.1059
1767,944.8956
1768,969.6356
1769,958.4513
1770,941.8754
1771,939.9681
1772,899.5746
1773,969.466
1774,900.7093
1775,919.9604
1776,929.8983
1777,960.1582
1778,959.8166
1779,930.2392
